date,kor_title,eng_title,grammar,grammar_desc
20190920,이제 산업이 값싼 노동력에 의존하는 시대는 지났다고도 할 수 있어.,We can say that the time the industry relies on cheap labor has been passed.,Vst는다고도/ㄴ다고도/다고도 할 수 있다,"It is attached to the stem of an action verb or descriptive verb to indirectly propose there's a different information or decision already, not the one mentioned previously."
20190921,예전의 농촌에서는 농사만 지었던 반면 요즘 농촌에서는 농산물 가공 공장도 운영하고 카페형 농장을 만들어 소비자들이 찾아오게도 한답니다.,"While farming used to be the only case in rural areas, farmers operate processing plants for agricultural products and also make café-type farms for consumers to visit these days.",Vst는/은/ㄴ 반면,It is attached to the stem of an action verb or descriptive verb when the speaker offers opposite contents to the preceding clause in the following clause.
20190923,나 지금 너무 배고파서 쓰러질 지경이야.,I'm so starving that I feel like falling into a faint.,AVst을/ㄹ 지경이다,It is attached to the stem of an action verb to emphasize a difficult and hard situation to exaggerate an extreme situation.
20190924,라면 끓일 때 수프부터 넣었어야 했는데 또 잊어버렸어.,I should have put in the soup base first when boiling ramen but I forgot again.,AVst었어야/았어야/였어야 했는데,"It is attached to the stem of an action verb to mention the following clause while expressing one's regret or the sadness of what he could not have done. You have to include such things as your reason for the preceding clause, what you have done as a replacement or your words for regret, and so on."
20190925,급하게 준비하느라고 양산은커녕 선글라스도 못 챙겼어.,I couldn't even prepare sunglasses nor a parasol because I was in a hurry.,N은커녕/는커녕,"It is attached to a noun to strongly deny the content mentioned previously while showing that even more basic or easier content is not being satisfied. After the following noun, you should add postposition particle '도', '조차', '마저' and use negative predicate."
20190926,버스에서는 손잡이를 꽉 잡아야지. 넘어지기라도 하면 어떡해?,You have to hold on to the handle on a bus. What if you fall down?,Vst기라도 하면,"It is attached to the stem of an action verb or a descriptive verb when you assume something would happen and you worry about it while it is actually unlikely to happen. Expressions about worry such as '어쩌다, 어떡하다, 큰일이다, 걱정이다' and so on are used in the latter part of the sentence."
20190927,정전기가 없었다면 이렇게 편리한 터치스크린을 사용할 수 없었겠지?,"Without static electricity, we couldn't have been using such a  convenient touchsceen, wouldn't we?",Vst었다면/았다면/였다면 AVst을/ㄹ 수 없었겠지요?,"It is used to mention a fact that became possible due to an event or situation that happened in the past. You assume the past situation in the opposite way by using '-었다면/았다면/였다면' in the preceding clause. In the following clause, you should attach '-을/ㄹ 수 없었겠지요?' after the stem of an action verb to ask back while assuming the opposite result of the present fact."
20190928,아무래도 가까이에서 보긴 틀린 것 같지?,"It seems like we cannot take a closer look anyhow, don't we?",AVst기는 틀렸다,It is attached to the stem of an action verb to negatively decide what is going to happen. '기는' is often abbreviated to '긴'.
20190930,주말에 부산으로 여행을 다녀왔다면서요? 부산은 어떻던가요?,I heard you went on a trip to Busan last weekend. How was Busan?,Vst던가요?,"It is attached to the stem of an action verb or a descriptive verb to ask about the past event that the listener has experienced in the past.It's a form of asking a question by adding '-ㄴ가요?' to '-더', the regreting expression. Expressions that includes '더' such as '-더군요', '-던데요', '-더라고요' is usually used in the answer, too."
20191001,지역마다 많이 나는 농산물과 해산물이 다르니까요. 그렇다 보니 김치의 맛도 조금씩 다르답니다.,"It's because each region differs in abundant agricultural products and seafood. Because of that, the taste of kimchi is also slightly different.",Vst다 보니,It is attached to the stem of an action verb or a descriptive verb to express the result in the following clause happened due to an event or a situation. What the speaker has recognized and knew is included in the preceding clause.
20191002,아직 눈이 올 만큼 춥지 않은데요.,It's not cold enough to snow yet.,AVst을/ㄹ 만큼,"It is attached to the stem of an action verb to mean one is doing the behavior of the following clause in such a degree or his situation is such so. In idiomatic expressions such as '죽어도 좋을 만큼' or '눈에 넣어도 아프지 않을 만큼', you can also use a descriptive verb."
20191003,돈만 있다고 해서 꼭 갈 수 있는 것은 아닌 게 대기자만 700명이 넘는대요.,But just because you have money doesn't mean you can go because it is said that there are more than 700 people waiting.,Vst는다고/ㄴ다고/다고 해서 Vst는/은/ㄴ 것은 아니다,It is used to mean that it doesn't always go with all cases to other people's words or common facts.It's a combination of '-는다고/ㄴ다고/다고 해서' of quotation and '-는/은/ㄴ 것도 아니다' of denial.
20191004,근데 난 생체 정보를 등록한다는 것 자체에 거부감이 들어.,But I get a feeling of rejection just for registering biometric information in itself.,Vst다는 것 자체,It is attached to the stem of an action verb or a descriptive verb to make the content in the preceding sentence a noun-form while emphasizing it by re-indicating the content. It is usually used in the form of '-다는 것 그 자체' with '그' used in the phrase.
